10955.395767634103,-120705.0
10746.971581883692,-117602.0
10788.496983909907,-123373.0
33500.37480072608,-194333.0
10905.224233666744,-124579.0
31378.69225878605,-174626.0
10955.397989208293,-123373.0
10754.68747094974,-113628.0
10905.224233666744,-124579.0
33558.70991873549,-186726.0
10781.867669362782,-115859.0
10972.959152410196,-121276.0
33378.36848115986,-184437.0
10955.397989208293,-123373.0
31378.69225878605,-174626.0
10746.814250744203,-31443.0
10746.971581883692,-117602.0
32751.958551811767,-165152.0
32751.958551811767,-165152.0
10781.872573944349,-116726.0
10788.496983909907,-123373.0
10955.395767634103,-120705.0
10955.395767634103,-120705.0
32751.958551811767,-165152.0
10972.959152410196,-121276.0
10781.867669362782,-115859.0
10922.152439856345,-117602.0
10770.965709147129,-121276.0
10955.397989208293,-123373.0
10754.552209991092,-33450.0
10746.967627327776,-120705.0
10922.151709912647,-120705.0
11039.352180602655,-123373.0
10770.965709147129,-121276.0
10746.959948308255,-117629.0
32751.958551811767,-165152.0
10746.814250744203,-31443.0
10788.496983909907,-123373.0
10746.814250744203,-31443.0
10746.959948308255,-117629.0
10754.552209991092,-33450.0
10754.552209991092,-33450.0
10754.552209991092,-33450.0
10746.814250744203,-31443.0
10746.959948308255,-117629.0
10754.552209991092,-33450.0
11039.352180602655,-123373.0
32751.958551811767,-165152.0
10746.814250744203,-31443.0
33500.37480072608,-194333.0
10746.814250744203,-31443.0
32388.351230732093,-199890.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10754.552209991092,-33450.0
11039.352180602655,-123373.0
32751.958551811767,-165152.0
10922.151709912647,-120705.0
10746.814250744203,-31443.0
10746.813121090574,-33546.0
10746.814250744203,-31443.0
10788.496983909907,-123373.0
10788.496983909907,-123373.0
32751.958551811767,-165152.0
10922.151709912647,-120705.0
33500.37480072608,-194333.0
10746.814250744203,-31443.0
10746.967627327776,-120705.0
10955.397989208293,-123373.0
32388.351230732093,-199890.0
10746.814250744203,-31443.0
10746.813121090574,-33546.0
10903.059933870933,-124579.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.959948308255,-117629.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
33500.37480072608,-194333.0
32534.53755416461,-184598.0
10746.814250744203,-31443.0
32388.351230732093,-199890.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10955.397989208293,-123373.0
10746.814250744203,-31443.0
10770.965709147129,-121276.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
10746.971581883692,-117602.0
10746.814250744203,-31443.0
10746.814250744203,-31443.0
