city,X,Y,items,weights,profit
0,288.0,149.0,[],[],[]
1,288.0,129.0,[0],[1.],[101.]
2,270.0,133.0,[1],[2.],[202.]
3,256.0,141.0,[2],[4.],[404.]
4,256.0,157.0,[3],[2.],[202.]
5,246.0,157.0,[4],[896.],[996.]
6,236.0,169.0,[5],[1792.],[1992.]
7,228.0,169.0,[6],[3584.],[3984.]
8,228.0,161.0,[7],[367.],[467.]
9,220.0,169.0,[8],[734.],[934.]
10,212.0,169.0,[9],[1468.],[1868.]
11,204.0,169.0,[10],[690.],[790.]
12,196.0,169.0,[11],[690.],[790.]
13,188.0,169.0,[12],[613.],[713.]
14,196.0,161.0,[13],[1226.],[1426.]
15,188.0,145.0,[14],[2452.],[2852.]
16,172.0,145.0,[15],[874.],[974.]
17,164.0,145.0,[16],[874.],[974.]
18,156.0,145.0,[17],[122.],[222.]
19,148.0,145.0,[18],[244.],[444.]
20,140.0,145.0,[19],[488.],[888.]
21,148.0,169.0,[20],[366.],[666.]
22,164.0,169.0,[21],[486.],[586.]
23,172.0,169.0,[22],[972.],[1172.]
24,156.0,169.0,[23],[972.],[1172.]
25,140.0,169.0,[24],[823.],[923.]
26,132.0,169.0,[25],[823.],[923.]
27,124.0,169.0,[26],[463.],[563.]
28,116.0,161.0,[27],[926.],[1126.]
29,104.0,153.0,[28],[463.],[563.]
30,104.0,161.0,[29],[589.],[689.]
31,104.0,169.0,[30],[1178.],[1378.]
32,90.0,165.0,[31],[1178.],[1378.]
33,80.0,157.0,[32],[325.],[425.]
34,64.0,157.0,[33],[650.],[850.]
35,64.0,165.0,[34],[1300.],[1700.]
36,56.0,169.0,[35],[975.],[1275.]
37,56.0,161.0,[36],[1000.],[1100.]
38,56.0,153.0,[37],[2000.],[2200.]
39,56.0,145.0,[38],[4000.],[4400.]
40,56.0,137.0,[39],[776.],[876.]
41,56.0,129.0,[40],[1552.],[1752.]
42,56.0,121.0,[41],[2328.],[2628.]
43,40.0,121.0,[42],[123.],[223.]
44,40.0,129.0,[43],[356.],[456.]
45,40.0,137.0,[44],[305.],[405.]
46,40.0,145.0,[45],[610.],[810.]
47,40.0,153.0,[46],[1220.],[1620.]
48,40.0,161.0,[47],[305.],[405.]
49,40.0,169.0,[48],[47.],[147.]
50,32.0,169.0,[49],[94.],[294.]
51,32.0,161.0,[50],[188.],[588.]
52,32.0,153.0,[51],[645.],[745.]
53,32.0,145.0,[52],[1290.],[1490.]
54,32.0,137.0,[53],[2580.],[2980.]
55,32.0,129.0,[54],[1290.],[1490.]
56,32.0,121.0,[55],[139.],[239.]
57,32.0,113.0,[56],[247.],[347.]
58,40.0,113.0,[57],[494.],[694.]
59,56.0,113.0,[58],[988.],[1388.]
60,56.0,105.0,[59],[741.],[1041.]
61,48.0,99.0,[60],[211.],[311.]
62,40.0,99.0,[61],[422.],[622.]
63,32.0,97.0,[62],[844.],[1244.]
64,32.0,89.0,[63],[633.],[933.]
65,24.0,89.0,[64],[100.],[200.]
66,16.0,97.0,[65],[200.],[400.]
67,16.0,109.0,[66],[400.],[800.]
68,8.0,109.0,[67],[100.],[200.]
69,8.0,97.0,[68],[627.],[727.]
70,8.0,89.0,[69],[1254.],[1454.]
71,8.0,81.0,[70],[1254.],[1454.]
72,8.0,73.0,[71],[760.],[860.]
73,8.0,65.0,[72],[1520.],[1720.]
74,8.0,57.0,[73],[776.],[876.]
75,16.0,57.0,[74],[1552.],[1752.]
76,8.0,49.0,[75],[3104.],[3504.]
77,8.0,41.0,[76],[475.],[575.]
78,24.0,45.0,[77],[950.],[1150.]
79,32.0,41.0,[78],[1900.],[2300.]
80,32.0,49.0,[79],[937.],[1037.]
81,32.0,57.0,[80],[1874.],[2074.]
82,32.0,65.0,[81],[3748.],[4148.]
83,32.0,73.0,[82],[937.],[1037.]
84,32.0,81.0,[83],[101.],[201.]
85,40.0,83.0,[84],[202.],[402.]
86,40.0,73.0,[85],[404.],[804.]
87,40.0,63.0,[86],[202.],[402.]
88,40.0,51.0,[87],[281.],[381.]
89,44.0,43.0,[88],[562.],[762.]
90,44.0,35.0,[89],[1124.],[1524.]
91,44.0,27.0,[90],[562.],[762.]
92,32.0,25.0,[91],[751.],[851.]
93,24.0,25.0,[92],[1502.],[1702.]
94,16.0,25.0,[93],[3004.],[3404.]
95,16.0,17.0,[94],[1502.],[1702.]
96,24.0,17.0,[95],[530.],[630.]
97,32.0,17.0,[96],[1060.],[1260.]
98,44.0,11.0,[97],[2120.],[2520.]
99,56.0,9.0,[98],[240.],[340.]
100,56.0,17.0,[99],[480.],[680.]
101,56.0,25.0,[100],[480.],[680.]
102,56.0,33.0,[101],[248.],[348.]
103,56.0,41.0,[102],[496.],[696.]
104,64.0,41.0,[103],[744.],[1044.]
105,72.0,41.0,[104],[768.],[868.]
106,72.0,49.0,[105],[31.],[131.]
107,56.0,49.0,[106],[62.],[262.]
108,48.0,51.0,[107],[31.],[131.]
109,56.0,57.0,[108],[613.],[713.]
110,56.0,65.0,[109],[1226.],[1426.]
111,48.0,63.0,[110],[2452.],[2852.]
112,48.0,73.0,[111],[613.],[713.]
113,56.0,73.0,[112],[881.],[981.]
114,56.0,81.0,[113],[1762.],[1962.]
115,48.0,83.0,[114],[1762.],[1962.]
116,56.0,89.0,[115],[367.],[467.]
117,56.0,97.0,[116],[734.],[934.]
118,104.0,97.0,[117],[1468.],[1868.]
119,104.0,105.0,[118],[367.],[467.]
120,104.0,113.0,[119],[712.],[812.]
121,104.0,121.0,[120],[410.],[510.]
122,104.0,129.0,[121],[820.],[1020.]
123,104.0,137.0,[122],[1640.],[2040.]
124,104.0,145.0,[123],[410.],[510.]
125,116.0,145.0,[124],[157.],[257.]
126,124.0,145.0,[125],[314.],[514.]
127,132.0,145.0,[126],[628.],[1028.]
128,132.0,137.0,[127],[471.],[771.]
129,140.0,137.0,[128],[824.],[924.]
130,148.0,137.0,[129],[242.],[342.]
131,156.0,137.0,[130],[472.],[572.]
132,164.0,137.0,[131],[944.],[1144.]
133,172.0,125.0,[132],[1416.],[1716.]
134,172.0,117.0,[133],[722.],[822.]
135,172.0,109.0,[134],[1444.],[1644.]
136,172.0,101.0,[135],[2888.],[3288.]
137,172.0,93.0,[136],[775.],[875.]
138,172.0,85.0,[137],[775.],[875.]
139,180.0,85.0,[138],[371.],[471.]
140,180.0,77.0,[139],[742.],[942.]
141,180.0,69.0,[140],[1484.],[1884.]
142,180.0,61.0,[141],[337.],[437.]
143,180.0,53.0,[142],[674.],[874.]
144,172.0,53.0,[143],[337.],[437.]
145,172.0,61.0,[144],[885.],[985.]
146,172.0,69.0,[145],[1770.],[1970.]
147,172.0,77.0,[146],[3540.],[3940.]
148,164.0,81.0,[147],[1770.],[1970.]
149,148.0,85.0,[148],[204.],[304.]
150,124.0,85.0,[149],[408.],[608.]
151,124.0,93.0,[150],[816.],[1216.]
152,124.0,109.0,[151],[408.],[608.]
153,124.0,125.0,[152],[594.],[694.]
154,124.0,117.0,[153],[1188.],[1388.]
155,124.0,101.0,[154],[2376.],[2776.]
156,104.0,89.0,[155],[1188.],[1388.]
157,104.0,81.0,[156],[226.],[326.]
158,104.0,73.0,[157],[452.],[652.]
159,104.0,65.0,[158],[904.],[1304.]
160,104.0,49.0,[159],[226.],[326.]
161,104.0,41.0,[160],[452.],[652.]
162,104.0,33.0,[161],[921.],[1021.]
163,104.0,25.0,[162],[537.],[637.]
164,104.0,17.0,[163],[1074.],[1274.]
165,92.0,9.0,[164],[2148.],[2548.]
166,80.0,9.0,[165],[112.],[212.]
167,72.0,9.0,[166],[112.],[212.]
168,64.0,21.0,[167],[959.],[1059.]
169,72.0,25.0,[168],[1918.],[2118.]
170,80.0,25.0,[169],[2877.],[3177.]
171,80.0,25.0,[170],[392.],[492.]
172,80.0,41.0,[171],[392.],[492.]
173,88.0,49.0,[172],[709.],[809.]
174,104.0,57.0,[173],[1418.],[1618.]
175,124.0,69.0,[174],[2836.],[3236.]
176,124.0,77.0,[175],[940.],[1040.]
177,132.0,81.0,[176],[1880.],[2080.]
178,140.0,65.0,[177],[943.],[1043.]
179,132.0,61.0,[178],[1886.],[2086.]
180,124.0,61.0,[179],[3772.],[4172.]
181,124.0,53.0,[180],[79.],[179.]
182,124.0,45.0,[181],[79.],[179.]
183,124.0,37.0,[182],[922.],[1022.]
184,124.0,29.0,[183],[1844.],[2044.]
185,132.0,21.0,[184],[1844.],[2044.]
186,124.0,21.0,[185],[361.],[461.]
187,120.0,9.0,[186],[947.],[1047.]
188,128.0,9.0,[187],[1894.],[2094.]
189,136.0,9.0,[188],[947.],[1047.]
190,148.0,9.0,[189],[861.],[961.]
191,162.0,9.0,[190],[1722.],[1922.]
192,156.0,25.0,[191],[3444.],[3844.]
193,172.0,21.0,[192],[2583.],[2883.]
194,180.0,21.0,[193],[937.],[1037.]
195,180.0,29.0,[194],[1874.],[2074.]
196,172.0,29.0,[195],[3748.],[4148.]
197,172.0,37.0,[196],[2811.],[3111.]
198,172.0,45.0,[197],[754.],[854.]
199,180.0,45.0,[198],[1508.],[1708.]
200,180.0,37.0,[199],[2262.],[2562.]
201,188.0,41.0,[200],[872.],[972.]
202,196.0,49.0,[201],[636.],[736.]
203,204.0,57.0,[202],[636.],[736.]
204,212.0,65.0,[203],[459.],[559.]
205,220.0,73.0,[204],[918.],[1118.]
206,228.0,69.0,[205],[1836.],[2236.]
207,228.0,77.0,[206],[1377.],[1677.]
208,236.0,77.0,[207],[390.],[490.]
209,236.0,69.0,[208],[390.],[490.]
210,236.0,61.0,[209],[141.],[241.]
211,228.0,61.0,[210],[282.],[482.]
212,228.0,53.0,[211],[423.],[723.]
213,236.0,53.0,[212],[111.],[211.]
214,236.0,45.0,[213],[222.],[422.]
215,228.0,45.0,[214],[444.],[844.]
216,228.0,37.0,[215],[333.],[633.]
217,236.0,37.0,[216],[588.],[688.]
218,236.0,29.0,[217],[1176.],[1376.]
219,228.0,29.0,[218],[588.],[688.]
220,228.0,21.0,[219],[6.],[106.]
221,236.0,21.0,[220],[6.],[106.]
222,252.0,21.0,[221],[155.],[255.]
223,260.0,29.0,[222],[310.],[510.]
224,260.0,37.0,[223],[620.],[1020.]
225,260.0,45.0,[224],[465.],[765.]
