1.108912760011749924e+04;-3.958880000000000000e+05
3.273635142109818116e+04;-6.837660000000000000e+05
3.149789030117850416e+04;-5.932490000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
1.108912741158631616e+04;-3.976550000000000000e+05
1.108912761495582345e+04;-3.988600000000000000e+05
1.108912841608666167e+04;-4.030490000000000000e+05
1.108912831123923752e+04;-3.997390000000000000e+05
1.108912837165058409e+04;-4.016710000000000000e+05
1.108912755580640442e+04;-3.956110000000000000e+05
1.108912760011749924e+04;-3.958880000000000000e+05
1.108912766619474496e+04;-4.003400000000000000e+05
1.108912857081455149e+04;-4.018150000000000000e+05
2.867522020416933810e+04;-5.973110000000000000e+05
1.108912779098594183e+04;-4.016710000000000000e+05
2.912192870710197531e+04;-5.854460000000000000e+05
1.108912764034820066e+04;-4.030490000000000000e+05
2.945290885143466221e+04;-5.988720000000000000e+05
3.160196219239560014e+04;-7.015680000000000000e+05
1.108912755580640442e+04;-3.956110000000000000e+05
2.446074432150961366e+04;-5.349360000000000000e+05
1.108912766351962273e+04;-4.028330000000000000e+05
1.832949370617112800e+04;-4.029200000000000000e+05
2.992453263704784331e+04;-6.067240000000000000e+05
1.108912767962914950e+04;-3.997390000000000000e+05
2.049969487960916376e+04;-4.550220000000000000e+05
1.108912764034820066e+04;-4.030490000000000000e+05
1.108912741158631616e+04;-3.976550000000000000e+05
1.108912779098594183e+04;-4.016710000000000000e+05
1.108912760011749924e+04;-3.958880000000000000e+05
1.108912759561356870e+04;-4.018150000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
2.062134752797751207e+04;-4.165100000000000000e+05
2.421172061546309487e+04;-5.302490000000000000e+05
1.108912767962914950e+04;-3.997390000000000000e+05
2.844919353769638474e+04;-6.028010000000000000e+05
2.655959448374588101e+04;-5.528510000000000000e+05
1.108912841608666167e+04;-4.030490000000000000e+05
3.260229266603041833e+04;-7.168920000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
1.108912779098594183e+04;-4.016710000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
3.133770077766631584e+04;-6.901560000000000000e+05
1.108912818609090573e+04;-3.988600000000000000e+05
2.208091493664390873e+04;-4.778730000000000000e+05
1.108912759561356870e+04;-4.018150000000000000e+05
1.664269940499671793e+04;-4.023560000000000000e+05
1.957537640866850415e+04;-4.315010000000000000e+05
1.108912747808807399e+04;-3.975420000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
2.970520705767284016e+04;-6.115510000000000000e+05
1.108912767962914950e+04;-3.997390000000000000e+05
1.108912747808807399e+04;-3.975420000000000000e+05
1.108912767962914950e+04;-3.997390000000000000e+05
1.108912759561356870e+04;-4.018150000000000000e+05
1.108912766351962273e+04;-4.028330000000000000e+05
3.080385291411775688e+04;-6.482240000000000000e+05
1.108912857081455149e+04;-4.018150000000000000e+05
2.937075863385466073e+04;-6.084430000000000000e+05
1.108912841608666167e+04;-4.030490000000000000e+05
1.108912761495582345e+04;-3.988600000000000000e+05
1.108912779098594183e+04;-4.016710000000000000e+05
1.108912759561356870e+04;-4.018150000000000000e+05
1.108912831084690151e+04;-4.028330000000000000e+05
3.414438758040440734e+04;-7.481150000000000000e+05
1.108912741158631616e+04;-3.976550000000000000e+05
1.108912836065646661e+04;-4.003400000000000000e+05
2.292614801487831573e+04;-4.893460000000000000e+05
1.108912759561356870e+04;-4.018150000000000000e+05
3.298920147416958207e+04;-7.404390000000000000e+05
2.513810779966608970e+04;-5.496770000000000000e+05
1.108912766351962273e+04;-4.028330000000000000e+05
1.108912831084690151e+04;-4.028330000000000000e+05
1.108912761495582345e+04;-3.988600000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
2.217777756657620193e+04;-4.782250000000000000e+05
1.108912841608666167e+04;-4.030490000000000000e+05
1.108912767962914950e+04;-3.997390000000000000e+05
1.108912766619474496e+04;-4.003400000000000000e+05
2.224261186370826908e+04;-4.819690000000000000e+05
2.007683212539387023e+04;-4.469360000000000000e+05
1.108912764034820066e+04;-4.030490000000000000e+05
1.108912741158631616e+04;-3.976550000000000000e+05
1.108912761495582345e+04;-3.988600000000000000e+05
1.108912779098594183e+04;-4.016710000000000000e+05
1.108912760011749924e+04;-3.958880000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
2.471902123342645427e+04;-5.504150000000000000e+05
2.415261286434462090e+04;-5.428500000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
1.108912741158631616e+04;-3.976550000000000000e+05
3.122961401706589459e+04;-6.712160000000000000e+05
2.191308689033046539e+04;-4.778890000000000000e+05
2.467492828515312067e+04;-5.526780000000000000e+05
1.108912857081455149e+04;-4.018150000000000000e+05
3.298920165521727176e+04;-7.422320000000000000e+05
1.108912755591342648e+04;-3.992110000000000000e+05
3.424565174210091209e+04;-7.507100000000000000e+05
1.108912767962914950e+04;-3.997390000000000000e+05
2.773060303595129153e+04;-5.966770000000000000e+05
